Year,Units,display,age,Bundesland,Kreis,GeoCode,Value
2016,percentage (%),a) time series,0- to 2-year-olds,bw,"baden-baden, stadt",code08211,13.3
2017,percentage (%),a) time series,0- to 2-year-olds,bw,"baden-baden, stadt",code08211,11.1
2018,percentage (%),a) time series,0- to 2-year-olds,bw,"baden-baden, stadt",code08211,12.7
2019,percentage (%),a) time series,0- to 2-year-olds,bw,"baden-baden, stadt",code08211,31.9
2012,percentage (%),a) time series,0- to 2-year-olds,bw,"karlsruhe, stadt",code08212,17.6
2013,percentage (%),a) time series,0- to 2-year-olds,bw,"karlsruhe, stadt",code08212,18.4
2014,percentage (%),a) time series,0- to 2-year-olds,bw,"karlsruhe, stadt",code08212,19.1
2015,percentage (%),a) time series,0- to 2-year-olds,bw,"karlsruhe, stadt",code08212,20.9
2016,percentage (%),a) time series,0- to 2-year-olds,bw,"karlsruhe, stadt",code08212,20.6
2017,percentage (%),a) time series,0- to 2-year-olds,bw,"karlsruhe, stadt",code08212,21.2
2018,percentage (%),a) time series,0- to 2-year-olds,bw,"karlsruhe, stadt",code08212,23.0
2019,percentage (%),a) time series,0- to 2-year-olds,bw,"karlsruhe, stadt",code08212,37.7
2012,percentage (%),a) time series,0- to 2-year-olds,bw,karlsruhe,code08215,5.1
2013,percentage (%),a) time series,0- to 2-year-olds,bw,karlsruhe,code08215,5.6
2014,percentage (%),a) time series,0- to 2-year-olds,bw,karlsruhe,code08215,6.6
2015,percentage (%),a) time series,0- to 2-year-olds,bw,karlsruhe,code08215,6.4
2016,percentage (%),a) time series,0- to 2-year-olds,bw,karlsruhe,code08215,6.8
2017,percentage (%),a) time series,0- to 2-year-olds,bw,karlsruhe,code08215,7.1
2018,percentage (%),a) time series,0- to 2-year-olds,bw,karlsruhe,code08215,7.2
2019,percentage (%),a) time series,0- to 2-year-olds,bw,karlsruhe,code08215,33.0
2012,percentage (%),a) time series,0- to 2-year-olds,bw,rastatt,code08216,5.4
2013,percentage (%),a) time series,0- to 2-year-olds,bw,rastatt,code08216,5.9
2014,percentage (%),a) time series,0- to 2-year-olds,bw,rastatt,code08216,7.0
2015,percentage (%),a) time series,0- to 2-year-olds,bw,rastatt,code08216,7.6
2016,percentage (%),a) time series,0- to 2-year-olds,bw,rastatt,code08216,7.3
2017,percentage (%),a) time series,0- to 2-year-olds,bw,rastatt,code08216,7.7
2018,percentage (%),a) time series,0- to 2-year-olds,bw,rastatt,code08216,7.7
2019,percentage (%),a) time series,0- to 2-year-olds,bw,rastatt,code08216,31.4
2012,percentage (%),a) time series,0- to 2-year-olds,bw,"heidelberg, stadt",code08221,23.1
2013,percentage (%),a) time series,0- to 2-year-olds,bw,"heidelberg, stadt",code08221,26.9
2014,percentage (%),a) time series,0- to 2-year-olds,bw,"heidelberg, stadt",code08221,27.7
2015,percentage (%),a) time series,0- to 2-year-olds,bw,"heidelberg, stadt",code08221,27.4
2016,percentage (%),a) time series,0- to 2-year-olds,bw,"heidelberg, stadt",code08221,28.5
2017,percentage (%),a) time series,0- to 2-year-olds,bw,"heidelberg, stadt",code08221,27.3
2018,percentage (%),a) time series,0- to 2-year-olds,bw,"heidelberg, stadt",code08221,27.1
2019,percentage (%),a) time series,0- to 2-year-olds,bw,"heidelberg, stadt",code08221,46.1
2012,percentage (%),a) time series,0- to 2-year-olds,bw,"mannheim, stadt",code08222,16.1
2013,percentage (%),a) time series,0- to 2-year-olds,bw,"mannheim, stadt",code08222,18.2
2014,percentage (%),a) time series,0- to 2-year-olds,bw,"mannheim, stadt",code08222,21.6
2015,percentage (%),a) time series,0- to 2-year-olds,bw,"mannheim, stadt",code08222,22.5
2016,percentage (%),a) time series,0- to 2-year-olds,bw,"mannheim, stadt",code08222,23.2
2017,percentage (%),a) time series,0- to 2-year-olds,bw,"mannheim, stadt",code08222,23.0
2018,percentage (%),a) time series,0- to 2-year-olds,bw,"mannheim, stadt",code08222,23.4
2019,percentage (%),a) time series,0- to 2-year-olds,bw,"mannheim, stadt",code08222,28.9
2012,percentage (%),a) time series,0- to 2-year-olds,bw,neckar-odenwald-kreis,code08225,1.6
2013,percentage (%),a) time series,0- to 2-year-olds,bw,neckar-odenwald-kreis,code08225,2.2
2014,percentage (%),a) time series,0- to 2-year-olds,bw,neckar-odenwald-kreis,code08225,2.9
2015,percentage (%),a) time series,0- to 2-year-olds,bw,neckar-odenwald-kreis,code08225,2.8
2016,percentage (%),a) time series,0- to 2-year-olds,bw,neckar-odenwald-kreis,code08225,2.9
2017,percentage (%),a) time series,0- to 2-year-olds,bw,neckar-odenwald-kreis,code08225,2.5
2018,percentage (%),a) time series,0- to 2-year-olds,bw,neckar-odenwald-kreis,code08225,2.7
2019,percentage (%),a) time series,0- to 2-year-olds,bw,neckar-odenwald-kreis,code08225,26.0
2012,percentage (%),a) time series,0- to 2-year-olds,bw,rhein-neckar-kreis,code08226,8.2
2013,percentage (%),a) time series,0- to 2-year-olds,bw,rhein-neckar-kreis,code08226,9.3
2014,percentage (%),a) time series,0- to 2-year-olds,bw,rhein-neckar-kreis,code08226,11.8
2015,percentage (%),a) time series,0- to 2-year-olds,bw,rhein-neckar-kreis,code08226,12.3
2016,percentage (%),a) time series,0- to 2-year-olds,bw,rhein-neckar-kreis,code08226,12.8
2017,percentage (%),a) time series,0- to 2-year-olds,bw,rhein-neckar-kreis,code08226,13.0
2018,percentage (%),a) time series,0- to 2-year-olds,bw,rhein-neckar-kreis,code08226,12.8
2019,percentage (%),a) time series,0- to 2-year-olds,bw,rhein-neckar-kreis,code08226,33.7
2012,percentage (%),a) time series,0- to 2-year-olds,bw,"pforzheim, stadt",code08231,4.8
2013,percentage (%),a) time series,0- to 2-year-olds,bw,"pforzheim, stadt",code08231,5.0
2014,percentage (%),a) time series,0- to 2-year-olds,bw,"pforzheim, stadt",code08231,4.9
2015,percentage (%),a) time series,0- to 2-year-olds,bw,"pforzheim, stadt",code08231,5.3
2016,percentage (%),a) time series,0- to 2-year-olds,bw,"pforzheim, stadt",code08231,4.6
2017,percentage (%),a) time series,0- to 2-year-olds,bw,"pforzheim, stadt",code08231,5.1
2018,percentage (%),a) time series,0- to 2-year-olds,bw,"pforzheim, stadt",code08231,4.9
2019,percentage (%),a) time series,0- to 2-year-olds,bw,"pforzheim, stadt",code08231,19.0
2012,percentage (%),a) time series,0- to 2-year-olds,bw,calw,code08235,2.8
2013,percentage (%),a) time series,0- to 2-year-olds,bw,calw,code08235,3.1
2014,percentage (%),a) time series,0- to 2-year-olds,bw,calw,code08235,4.3
2015,percentage (%),a) time series,0- to 2-year-olds,bw,calw,code08235,4.8
2016,percentage (%),a) time series,0- to 2-year-olds,bw,calw,code08235,4.6
2017,percentage (%),a) time series,0- to 2-year-olds,bw,calw,code08235,4.7
2018,percentage (%),a) time series,0- to 2-year-olds,bw,calw,code08235,4.9
2019,percentage (%),a) time series,0- to 2-year-olds,bw,calw,code08235,27.2
2012,percentage (%),a) time series,0- to 2-year-olds,bw,enzkreis,code08236,4.0
2013,percentage (%),a) time series,0- to 2-year-olds,bw,enzkreis,code08236,4.7
2014,percentage (%),a) time series,0- to 2-year-olds,bw,enzkreis,code08236,4.3
2015,percentage (%),a) time series,0- to 2-year-olds,bw,enzkreis,code08236,4.2
2016,percentage (%),a) time series,0- to 2-year-olds,bw,enzkreis,code08236,4.6
2017,percentage (%),a) time series,0- to 2-year-olds,bw,enzkreis,code08236,4.7
2018,percentage (%),a) time series,0- to 2-year-olds,bw,enzkreis,code08236,5.2
2019,percentage (%),a) time series,0- to 2-year-olds,bw,enzkreis,code08236,27.6
2012,percentage (%),a) time series,0- to 2-year-olds,bw,freudenstadt,code08237,2.5
2013,percentage (%),a) time series,0- to 2-year-olds,bw,freudenstadt,code08237,3.3
2014,percentage (%),a) time series,0- to 2-year-olds,bw,freudenstadt,code08237,3.9
2015,percentage (%),a) time series,0- to 2-year-olds,bw,freudenstadt,code08237,4.2
2016,percentage (%),a) time series,0- to 2-year-olds,bw,freudenstadt,code08237,4.3
2017,percentage (%),a) time series,0- to 2-year-olds,bw,freudenstadt,code08237,4.4
2018,percentage (%),a) time series,0- to 2-year-olds,bw,freudenstadt,code08237,4.6
2019,percentage (%),a) time series,0- to 2-year-olds,bw,freudenstadt,code08237,23.6
2012,percentage (%),a) time series,0- to 2-year-olds,bw,"freiburg im breisgau, stadt",code08311,10.8
2013,percentage (%),a) time series,0- to 2-year-olds,bw,"freiburg im breisgau, stadt",code08311,12.5
2014,percentage (%),a) time series,0- to 2-year-olds,bw,"freiburg im breisgau, stadt",code08311,15.4
2015,percentage (%),a) time series,0- to 2-year-olds,bw,"freiburg im breisgau, stadt",code08311,15.4
2016,percentage (%),a) time series,0- to 2-year-olds,bw,"freiburg im breisgau, stadt",code08311,17.1
2017,percentage (%),a) time series,0- to 2-year-olds,bw,"freiburg im breisgau, stadt",code08311,17.7
2018,percentage (%),a) time series,0- to 2-year-olds,bw,"freiburg im breisgau, stadt",code08311,19.1
2019,percentage (%),a) time series,0- to 2-year-olds,bw,"freiburg im breisgau, stadt",code08311,44.2
2012,percentage (%),a) time series,0- to 2-year-olds,bw,breisgau-hochschwarzwald,code08315,4.3
2013,percentage (%),a) time series,0- to 2-year-olds,bw,breisgau-hochschwarzwald,code08315,4.9
2014,percentage (%),a) time series,0- to 2-year-olds,bw,breisgau-hochschwarzwald,code08315,5.5
2015,percentage (%),a) time series,0- to 2-year-olds,bw,breisgau-hochschwarzwald,code08315,5.5
2016,percentage (%),a) time series,0- to 2-year-olds,bw,breisgau-hochschwarzwald,code08315,5.9
2017,percentage (%),a) time series,0- to 2-year-olds,bw,breisgau-hochschwarzwald,code08315,6.3
2018,percentage (%),a) time series,0- to 2-year-olds,bw,breisgau-hochschwarzwald,code08315,6.1
2019,percentage (%),a) time series,0- to 2-year-olds,bw,breisgau-hochschwarzwald,code08315,33.8
2012,percentage (%),a) time series,0- to 2-year-olds,bw,emmendingen,code08316,3.7
2013,percentage (%),a) time series,0- to 2-year-olds,bw,emmendingen,code08316,4.8
2014,percentage (%),a) time series,0- to 2-year-olds,bw,emmendingen,code08316,6.1
2015,percentage (%),a) time series,0- to 2-year-olds,bw,emmendingen,code08316,6.3
2016,percentage (%),a) time series,0- to 2-year-olds,bw,emmendingen,code08316,7.4
2017,percentage (%),a) time series,0- to 2-year-olds,bw,emmendingen,code08316,8.1
2018,percentage (%),a) time series,0- to 2-year-olds,bw,emmendingen,code08316,8.4
2019,percentage (%),a) time series,0- to 2-year-olds,bw,emmendingen,code08316,32.3
2012,percentage (%),a) time series,0- to 2-year-olds,bw,ortenaukreis,code08317,4.3
2013,percentage (%),a) time series,0- to 2-year-olds,bw,ortenaukreis,code08317,4.9
2014,percentage (%),a) time series,0- to 2-year-olds,bw,ortenaukreis,code08317,5.9
2015,percentage (%),a) time series,0- to 2-year-olds,bw,ortenaukreis,code08317,6.5
2016,percentage (%),a) time series,0- to 2-year-olds,bw,ortenaukreis,code08317,6.9
2017,percentage (%),a) time series,0- to 2-year-olds,bw,ortenaukreis,code08317,5.7
2018,percentage (%),a) time series,0- to 2-year-olds,bw,ortenaukreis,code08317,5.4
2019,percentage (%),a) time series,0- to 2-year-olds,bw,ortenaukreis,code08317,32.4
2012,percentage (%),a) time series,0- to 2-year-olds,bw,rottweil,code08325,2.7
2013,percentage (%),a) time series,0- to 2-year-olds,bw,rottweil,code08325,3.2
2014,percentage (%),a) time series,0- to 2-year-olds,bw,rottweil,code08325,3.3
2015,percentage (%),a) time series,0- to 2-year-olds,bw,rottweil,code08325,4.0
2016,percentage (%),a) time series,0- to 2-year-olds,bw,rottweil,code08325,4.3
2017,percentage (%),a) time series,0- to 2-year-olds,bw,rottweil,code08325,4.1
2018,percentage (%),a) time series,0- to 2-year-olds,bw,rottweil,code08325,3.6
2019,percentage (%),a) time series,0- to 2-year-olds,bw,rottweil,code08325,25.1
2012,percentage (%),a) time series,0- to 2-year-olds,bw,schwarzwald-baar-kreis,code08326,4.6
2013,percentage (%),a) time series,0- to 2-year-olds,bw,schwarzwald-baar-kreis,code08326,4.7
2014,percentage (%),a) time series,0- to 2-year-olds,bw,schwarzwald-baar-kreis,code08326,4.9
2015,percentage (%),a) time series,0- to 2-year-olds,bw,schwarzwald-baar-kreis,code08326,5.9
2016,percentage (%),a) time series,0- to 2-year-olds,bw,schwarzwald-baar-kreis,code08326,6.1
2017,percentage (%),a) time series,0- to 2-year-olds,bw,schwarzwald-baar-kreis,code08326,6.6
2018,percentage (%),a) time series,0- to 2-year-olds,bw,schwarzwald-baar-kreis,code08326,6.7
2019,percentage (%),a) time series,0- to 2-year-olds,bw,schwarzwald-baar-kreis,code08326,26.8
2012,percentage (%),a) time series,0- to 2-year-olds,bw,tuttlingen,code08327,3.1
2013,percentage (%),a) time series,0- to 2-year-olds,bw,tuttlingen,code08327,3.6
2014,percentage (%),a) time series,0- to 2-year-olds,bw,tuttlingen,code08327,3.9
2015,percentage (%),a) time series,0- to 2-year-olds,bw,tuttlingen,code08327,4.1
2016,percentage (%),a) time series,0- to 2-year-olds,bw,tuttlingen,code08327,5.5
2017,percentage (%),a) time series,0- to 2-year-olds,bw,tuttlingen,code08327,6.1
2018,percentage (%),a) time series,0- to 2-year-olds,bw,tuttlingen,code08327,5.7
2019,percentage (%),a) time series,0- to 2-year-olds,bw,tuttlingen,code08327,22.6
2012,percentage (%),a) time series,0- to 2-year-olds,bw,konstanz,code08335,6.9
2013,percentage (%),a) time series,0- to 2-year-olds,bw,konstanz,code08335,6.6
2014,percentage (%),a) time series,0- to 2-year-olds,bw,konstanz,code08335,9.1
2015,percentage (%),a) time series,0- to 2-year-olds,bw,konstanz,code08335,9.6
2016,percentage (%),a) time series,0- to 2-year-olds,bw,konstanz,code08335,10.2
2017,percentage (%),a) time series,0- to 2-year-olds,bw,konstanz,code08335,10.2
2018,percentage (%),a) time series,0- to 2-year-olds,bw,konstanz,code08335,10.1
2019,percentage (%),a) time series,0- to 2-year-olds,bw,konstanz,code08335,32.5
2012,percentage (%),a) time series,0- to 2-year-olds,bw,lörrach,code08336,6.0
2013,percentage (%),a) time series,0- to 2-year-olds,bw,lörrach,code08336,7.2
2014,percentage (%),a) time series,0- to 2-year-olds,bw,lörrach,code08336,9.3
2015,percentage (%),a) time series,0- to 2-year-olds,bw,lörrach,code08336,10.0
2016,percentage (%),a) time series,0- to 2-year-olds,bw,lörrach,code08336,10.1
2017,percentage (%),a) time series,0- to 2-year-olds,bw,lörrach,code08336,10.3
2018,percentage (%),a) time series,0- to 2-year-olds,bw,lörrach,code08336,10.0
2019,percentage (%),a) time series,0- to 2-year-olds,bw,lörrach,code08336,26.9
2012,percentage (%),a) time series,0- to 2-year-olds,bw,waldshut,code08337,2.1
2013,percentage (%),a) time series,0- to 2-year-olds,bw,waldshut,code08337,2.5
2014,percentage (%),a) time series,0- to 2-year-olds,bw,waldshut,code08337,4.2
2015,percentage (%),a) time series,0- to 2-year-olds,bw,waldshut,code08337,4.9
2016,percentage (%),a) time series,0- to 2-year-olds,bw,waldshut,code08337,5.1
2017,percentage (%),a) time series,0- to 2-year-olds,bw,waldshut,code08337,5.2
2018,percentage (%),a) time series,0- to 2-year-olds,bw,waldshut,code08337,5.7
2019,percentage (%),a) time series,0- to 2-year-olds,bw,waldshut,code08337,23.7
2012,percentage (%),a) time series,0- to 2-year-olds,bw,reutlingen,code08415,5.7
2013,percentage (%),a) time series,0- to 2-year-olds,bw,reutlingen,code08415,6.0
2014,percentage (%),a) time series,0- to 2-year-olds,bw,reutlingen,code08415,7.2
2015,percentage (%),a) time series,0- to 2-year-olds,bw,reutlingen,code08415,8.4
2016,percentage (%),a) time series,0- to 2-year-olds,bw,reutlingen,code08415,8.4
2017,percentage (%),a) time series,0- to 2-year-olds,bw,reutlingen,code08415,8.6
2018,percentage (%),a) time series,0- to 2-year-olds,bw,reutlingen,code08415,8.8
2019,percentage (%),a) time series,0- to 2-year-olds,bw,reutlingen,code08415,29.0
2012,percentage (%),a) time series,0- to 2-year-olds,bw,tübingen,code08416,10.6
2013,percentage (%),a) time series,0- to 2-year-olds,bw,tübingen,code08416,11.4
2014,percentage (%),a) time series,0- to 2-year-olds,bw,tübingen,code08416,11.8
2015,percentage (%),a) time series,0- to 2-year-olds,bw,tübingen,code08416,12.7
2016,percentage (%),a) time series,0- to 2-year-olds,bw,tübingen,code08416,12.6
2017,percentage (%),a) time series,0- to 2-year-olds,bw,tübingen,code08416,12.7
2018,percentage (%),a) time series,0- to 2-year-olds,bw,tübingen,code08416,13.9
2019,percentage (%),a) time series,0- to 2-year-olds,bw,tübingen,code08416,37.3
2012,percentage (%),a) time series,0- to 2-year-olds,bw,zollernalbkreis,code08417,1.9
2013,percentage (%),a) time series,0- to 2-year-olds,bw,zollernalbkreis,code08417,2.7
2014,percentage (%),a) time series,0- to 2-year-olds,bw,zollernalbkreis,code08417,3.8
2015,percentage (%),a) time series,0- to 2-year-olds,bw,zollernalbkreis,code08417,4.4
2016,percentage (%),a) time series,0- to 2-year-olds,bw,zollernalbkreis,code08417,5.1
2017,percentage (%),a) time series,0- to 2-year-olds,bw,zollernalbkreis,code08417,5.3
2018,percentage (%),a) time series,0- to 2-year-olds,bw,zollernalbkreis,code08417,5.9
2019,percentage (%),a) time series,0- to 2-year-olds,bw,zollernalbkreis,code08417,26.8
2012,percentage (%),a) time series,0- to 2-year-olds,bw,"ulm, stadt",code08421,12.7
2013,percentage (%),a) time series,0- to 2-year-olds,bw,"ulm, stadt",code08421,13.6
2014,percentage (%),a) time series,0- to 2-year-olds,bw,"ulm, stadt",code08421,16.1
2015,percentage (%),a) time series,0- to 2-year-olds,bw,"ulm, stadt",code08421,16.9
2016,percentage (%),a) time series,0- to 2-year-olds,bw,"ulm, stadt",code08421,17.7
2017,percentage (%),a) time series,0- to 2-year-olds,bw,"ulm, stadt",code08421,18.0
2018,percentage (%),a) time series,0- to 2-year-olds,bw,"ulm, stadt",code08421,18.2
2019,percentage (%),a) time series,0- to 2-year-olds,bw,"ulm, stadt",code08421,33.5
2012,percentage (%),a) time series,0- to 2-year-olds,bw,alb-donau-kreis,code08425,3.8
2013,percentage (%),a) time series,0- to 2-year-olds,bw,alb-donau-kreis,code08425,4.8
2014,percentage (%),a) time series,0- to 2-year-olds,bw,alb-donau-kreis,code08425,5.0
2015,percentage (%),a) time series,0- to 2-year-olds,bw,alb-donau-kreis,code08425,5.6
2016,percentage (%),a) time series,0- to 2-year-olds,bw,alb-donau-kreis,code08425,6.2
2017,percentage (%),a) time series,0- to 2-year-olds,bw,alb-donau-kreis,code08425,6.6
2018,percentage (%),a) time series,0- to 2-year-olds,bw,alb-donau-kreis,code08425,6.5
2019,percentage (%),a) time series,0- to 2-year-olds,bw,alb-donau-kreis,code08425,21.6
2012,percentage (%),a) time series,0- to 2-year-olds,bw,biberach,code08426,4.3
